City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Description
695,Masuguru,-11.3667,38.4167,75.7,46,39,5.61,TZ,scattered clouds
696,Praya,14.9215,-23.5087,79.34,89,75,8.05,CV,broken clouds
697,Victor Harbor,-35.5667,138.6167,50.9,83,0,6.55,AU,clear sky
698,Chernyshevskiy,63.0128,112.4714,55.26,92,100,2.68,RU,light rain
699,Rosarito,32.3333,-117.0333,88.03,66,10,6.96,MX,clear sky
700,Londoko,49.0333,131.9833,58.6,96,100,5.46,RU,overcast clouds
701,Karaton,-6.3424,106.1045,78.96,93,14,0.94,ID,few clouds
702,Kendari,-3.945,122.4989,73.49,89,100,1.79,ID,overcast clouds
703,Mildura,-34.2,142.15,50.07,89,78,2.98,AU,broken clouds
704,Macomb,40.4592,-90.6718,89.26,67,16,11.83,US,few clouds
